OBJECT_ID,OBJECT_NAME,NORAD_CAT_ID,COUNTRY,PERIOD,INCLINATION,APOGEE,PERIGEE,RCS_SIZE,RCSVALUE,LAUNCH,COMMENT
"2019-039K","COSMOS 2535 DEB","44633","CIS","97.67","97.87","688","607","","0","",""
"2019-039J","COSMOS 2535 DEB","44632","CIS","96.77","97.85","615","593","","0","",""
"2019-039H","COSMOS 2535 DEB","44631","CIS","96.76","97.85","626","581","","0","",""
"2019-039G","COSMOS 2535 DEB","44630","CIS","96.39","97.86","597","574","","0","",""
"2019-068B","PEGASUS R/B","44629","US","96.49","27.00","602","579","","0","2019-10-11",""
"2019-068A","ICON","44628","US","96.54","26.99","606","580","","0","2019-10-11",""
"2019-067D","BREEZE-M DEB (TANK)","44627","CIS","342.88","50.39","19335","364","","0","2019-10-09",""
"2019-067B","MEV-1","44625","US","1637.99","9.89","64956","14346","","0","2019-10-09",""
"2019-067A","EUTELSAT 5 WEST B","44624","EUTE","2080.80","3.36","64848","30376","","0","2019-10-09",""
"2019-066B","CZ-4C R/B","44623","PRC","95.10","97.76","612","435","","0","2019-10-04",""
"2019-066A","GAOFEN 10R","44622","PRC","97.26","97.78","628","627","","0","2019-10-04",""
"2019-039F","VOLGA DEB","44621","CIS","97.02","97.90","623","609","SMALL","0","2019-07-10",""
"2018-084R","H-2A DEB","44620","JPN","95.73","98.89","592","516","SMALL","0","2018-10-29",""
"2018-048F","CZ-2D DEB","44619","PRC","97.29","98.15","643","615","SMALL","0","2018-06-02",""
"2018-034K","CZ-4C DEB","44618","PRC","107.31","63.47","1135","1069","SMALL","0","2018-04-10",""
"2018-034J","CZ-4C DEB","44617","PRC","107.39","63.41","1134","1078","SMALL","0","2018-04-10",""
"2018-031K","CZ-4C DEB","44616","PRC","97.43","97.99","640","632","SMALL","0","2018-03-31",""
"2018-015L","CZ-2D DEB","44615","PRC","93.74","97.52","489","426","SMALL","0","2018-02-02",""
"2017-072E","CZ-4C DEB","44614","PRC","104.47","98.71","1142","798","SMALL","0","2017-11-14",""
"2017-072D","CZ-4C DEB","44613","PRC","104.52","98.53","1145","799","SMALL","0","2017-11-14",""
"2017-060E","CZ-2D DEB","44612","PRC","97.47","97.82","648","627","SMALL","0","2017-10-09",""
"2017-060D","CZ-2D DEB","44611","PRC","97.63","98.11","675","615","SMALL","0","2017-10-09",""
"2017-060C","CZ-2D DEB","44610","PRC","97.23","98.10","647","605","SMALL","0","2017-10-09",""
"2017-060B","CZ-2D DEB","44609","PRC","97.26","97.82","661","595","SMALL","0","2017-10-09",""
"2017-042CB","FREGAT DEB","44608","CIS","95.55","97.58","599","491","SMALL","0","2017-07-14",""
"2016-068G","CZ-2D DEB","44607","PRC","103.33","98.55","1070","762","SMALL","0","2016-11-11",""
"2016-068F","CZ-2D DEB","44606","PRC","103.62","98.44","1099","760","SMALL","0","2016-11-11",""
"2016-068E","CZ-2D DEB","44605","PRC","103.87","98.44","1114","769","SMALL","0","2016-11-11",""
"2016-068D","CZ-2D DEB","44604","PRC","96.79","98.24","757","452","SMALL","0","2016-11-11",""
"2016-068C","CZ-2D DEB","44603","PRC","103.49","98.65","1085","762","SMALL","0","2016-11-11",""
"2016-004C","ARIANE 5 DEB","44602","FR","241.01","1.37","12713","188","MEDIUM","0","2016-01-27",""
"2015-057E","CZ-2D DEB","44601","PRC","97.08","98.02","710","528","SMALL","0","2015-10-07",""
"2015-047B","GAOFEN 9 DEB","44600","PRC","99.93","97.95","898","612","SMALL","0","2015-09-14",""
"2014-049D","CZ-4C DEB","44599","PRC","96.64","97.84","670","526","SMALL","0","2014-08-19",""
"2013-065H","CZ-4C DEB","44598","PRC","107.18","100.54","1201","992","SMALL","0","2013-11-20",""
"2012-039H","TET-1 DEB","44597","CIS","92.36","97.61","392","388","SMALL","0","2012-07-22",""
"2011-021D","BREEZE-M DEB","44596","CIS","745.56","13.51","34316","7400","SMALL","0","2011-05-20",""
"2009-066J","H-2A DEB","44595","JPN","94.75","97.28","523","490","SMALL","0","1999-11-28",""
"2008-067Y","SL-12 DEB","44594","CIS","331.03","64.06","18647","300","MEDIUM","0","2008-12-25",""
"2008-053M","CZ-4B DEB","44593","PRC","96.16","97.71","587","562","SMALL","0","2008-10-25",""
"2008-026G","CZ-4B DEB","44592","PRC","99.88","98.82","802","703","SMALL","0","2008-05-27",""
"2007-011D","CZ-3A DEB","44591","PRC","372.21","55.02","20752","772","SMALL","0","2007-04-13",""
"2007-011C","CZ-3A DEB","44590","PRC","231.26","52.18","11367","838","MEDIUM","0","2007-04-13",""
"1999-057TB","CZ-4B DEB","44589","PRC","97.80","98.83","716","591","SMALL","0","1999-10-14",""
"1999-027E","SL-12 DEB","44588","CIS","986.54","7.85","36886","16012","SMALL","0","1999-05-20",""
"1998-017H","SPOT 4 DEB","44587","FR","98.95","98.31","717","700","SMALL","0","1998-03-24",""
"1998-017G","SPOT 4 DEB","44586","FR","98.89","98.34","719","692","SMALL","0","1998-03-24",""
"1998-017F","SPOT 4 DEB","44585","FR","97.85","98.40","666","645","SMALL","0","1998-03-24",""
"1995-015KB","DMSP 5D-2 F13 DEB","44584","US","100.98","98.74","821","789","SMALL","0","1995-03-24",""
"1995-015KA","DMSP 5D-2 F13 DEB","44583","US","95.84","98.64","605","514","SMALL","0","1995-03-24",""
"1994-082G","LUCH DEB","44582","CIS","1430.20","14.65","35739","35604","SMALL","0","1994-12-16",""
"1994-074AT","RESURS O1 DEB","44581","CIS","96.67","98.08","602","597","SMALL","0","1994-11-04",""
"1994-074AS","RESURS O1 DEB","44580","CIS","96.82","98.10","610","603","SMALL","0","1994-11-04",""
"1994-074AR","RESURS O1 DEB","44579","CIS","96.94","98.04","616","608","SMALL","0","1994-11-04",""
"1994-074AQ","RESURS O1 DEB","44578","CIS","97.05","98.03","620","615","SMALL","0","1994-11-04",""
"1994-074AP","RESURS O1 DEB","44577","CIS","96.85","98.06","610","606","MEDIUM","0","1994-11-04",""
"1993-059N","SL-16 DEB","44576","CIS","100.89","70.98","808","793","SMALL","0","1993-09-16",""
"1993-038H","SL-14 DEB","44575","CIS","114.76","82.58","1480","1408","SMALL","0","1993-06-24",""
"1992-093LW","SL-16 DEB","44574","CIS","101.15","71.13","908","718","SMALL","0","1992-12-25",""
"1992-060J","ARIANE 44LP DEB","44573","FR","651.07","6.49","36431","580","MEDIUM","0","1992-09-10",""
"1987-096G","COSMOS 1897 DEB","44572","CIS","1433.41","14.04","35819","35649","SMALL","0","1987-11-26",""
"1985-066K","SCOUT G-1 DEB","44571","US","107.56","90.13","1240","987","SMALL","0","1985-08-03",""
"1985-066J","SCOUT G-1 DEB","44570","US","107.77","90.14","1248","999","SMALL","0","1985-08-03",""
"1985-064F","COSMOS 1670 DEB","44569","CIS","102.75","64.93","926","852","SMALL","0","1985-08-01",""
"1978-026KL","DELTA 1 DEB","44568","US","96.83","98.93","626","588","SMALL","0","1978-03-05",""
"1977-088D","COSMOS 952 DEB","44567","CIS","104.01","64.94","970","926","SMALL","0","1977-09-16",""
"1974-029E","COSMOS 651 DEB","44566","CIS","103.09","64.97","936","874","SMALL","0","1974-05-15",""
"1973-081E","TRANSIT 20 DEB","44565","US","105.07","89.81","1113","882","","0","1973-10-30",""
"1970-025TM","THORAD AGENA D DEB","44564","US","102.50","100.00","938","816","SMALL","0","1970-04-08",""
"2010-041AJ","SL-12 DEB","44563","CIS","325.98","65.83","18127","496","SMALL","0","2010-09-02",""
"2010-041AH","SL-12 DEB","44562","CIS","337.08","65.29","18846","486","SMALL","0","2010-09-02",""
"2010-041AG","SL-12 DEB","44561","CIS","341.02","65.44","19118","463","SMALL","0","2010-09-02",""
"2010-041AF","SL-12 DEB","44560","CIS","334.03","65.04","18674","464","MEDIUM","0","2010-09-02",""
"2010-041AE","SL-12 DEB","44559","CIS","333.01","65.14","18570","503","SMALL","0","2010-09-02",""
"2010-041AD","SL-12 DEB","44558","CIS","338.60","65.55","18976","453","MEDIUM","0","2010-09-02",""
"2010-041AC","SL-12 DEB","44557","CIS","338.31","65.54","18871","539","SMALL","0","2010-09-02",""
"2010-041AB","SL-12 DEB","44556","CIS","339.77","65.21","19042","461","SMALL","0","2010-09-02",""
"2010-041AA","SL-12 DEB","44555","CIS","348.10","65.35","19428","600","SMALL","0","2010-09-02",""
"2010-041Z","SL-12 DEB","44554","CIS","343.67","65.13","19149","599","SMALL","0","2010-09-02",""
"2019-065B","FREGAT R/B","44553","CIS","714.59","63.84","38558","1639","LARGE","0","2019-09-26",""
"2019-065A","COSMOS 2541","44552","CIS","717.65","63.83","38723","1626","LARGE","0","2019-09-26",""
"2019-064A","SOYUZ MS-15","44550","CIS","92.89","51.64","421","411","","0","2019-09-25",""
"2019-063C","CZ-2D DEB","44549","PRC","100.23","98.55","799","740","SMALL","0","2019-09-25",""
"2019-063B","CZ-2D R/B","44548","PRC","100.05","98.15","766","756","LARGE","0","2019-09-25",""
"2019-063A","YUNHAI 1-02","44547","PRC","100.52","98.59","784","782","LARGE","0","2019-09-25",""
"2019-062A","HTV-8","44546","JPN","92.89","51.64","421","411","LARGE","0","2019-09-24",""
"2019-061D","CZ-3B R/B","44545","PRC","327.64","55.01","18531","199","LARGE","0","2019-09-22",""
"2019-061C","YZ-1 R/B","44544","PRC","798.08","55.13","22214","22031","LARGE","0","2019-09-22",""
"2019-061B","BEIDOU 3M24","44543","PRC","773.23","55.00","21548","21507","","0","2019-09-22",""
"2019-061A","BEIDOU 3M23","44542","PRC","785.70","55.01","22109","21546","","0","2019-09-22",""
"2010-041Y","SL-12 DEB","44541","CIS","321.47","65.24","17802","531","SMALL","0","2010-09-02",""
"2010-041X","SL-12 DEB","44540","CIS","346.12","64.87","19347","556","SMALL","0","2010-09-02",""
"2019-060F","ZHUHAI-1 03E","44539","PRC","94.88","97.41","519","507","LARGE","0","2019-09-19",""
"2019-060E","ZHUHAI-1 03D","44538","PRC","94.88","97.40","519","506","MEDIUM","0","2019-09-19",""
"2019-060D","ZHUHAI-1 03C","44537","PRC","94.88","97.40","519","506","MEDIUM","0","2019-09-19",""
"2019-060C","ZHUHAI-1 03B","44536","PRC","94.88","97.40","520","505","MEDIUM","0","2019-09-19",""
"2019-060A","ZHUHAI-1 03A","44534","PRC","94.88","97.40","523","502","MEDIUM","0","2019-09-19",""
"2019-022K","SEEKER","44533","US","94.11","51.64","484","467","SMALL","0","2019-04-17",""
"2019-059E","CZ-4B DEB","44532","PRC","99.19","98.73","804","636","SMALL","0","2019-09-12",""
"2019-059D","CZ-4B R/B","44531","PRC","96.60","98.68","737","454","LARGE","0","2019-09-12",""
"2019-059C","TAURUS-1","44530","PRC","99.64","98.59","752","730","SMALL","0","2019-09-12",""
"2019-059B","BNU-1","44529","PRC","99.65","98.58","752","732","MEDIUM","0","2019-09-12",""
"2019-059A","ZY-1 02D","44528","PRC","100.33","98.58","775","773","LARGE","0","2019-09-12",""
"2010-057BM","CZ-3C DEB","44527","PRC","644.00","19.70","36072","578","MEDIUM","0","2010-10-31",""
"2010-057BL","CZ-3C DEB","44526","PRC","581.69","21.92","32891","518","MEDIUM","0","2010-10-31",""
"2012-044DV","BREEZE-M DEB","44525","CIS","116.84","50.00","2823","254","SMALL","0","2012-08-06",""
"1989-061BX","USA 40 R/B DEB","44524","US","183.19","57.00","8126","487","","0","1989-08-08",""
"1989-061BW","USA 40 R/B DEB","44523","US","182.27","56.96","8058","483","","0","1989-08-08",""
"2019-058C","KZ-1/A R/B","44521","PRC","95.00","97.81","684","353","LARGE","0","2019-08-30",""
"2019-058B","KX-09","44520","PRC","96.68","97.79","609","591","MEDIUM","0","2019-08-30",""
"2019-058A","XAIOXIANG-1 07","44519","PRC","96.70","97.79","611","591","MEDIUM","0","2019-08-30",""
"2019-057B","BREEZE-KM R/B","44518","CIS","101.08","99.23","953","667","LARGE","0","2019-08-30",""
"2019-057A","COSMOS 2540","44517","CIS","103.90","99.27","944","942","LARGE","0","2019-08-30",""
"2019-022J","AC 10 PROBE(VENTURINI)","44516","US","93.90","51.65","467","463","SMALL","0","2019-04-17",""
"1992-052M","ARIANE 42P DEB","44514","FR","112.00","65.77","1529","1109","SMALL","0","1992-08-10",""
"1992-052L","ARIANE 42P DEB","44513","FR","112.79","66.05","1411","1299","SMALL","0","1992-08-10",""
"1992-052K","ARIANE 42P DEB","44512","FR","112.53","65.92","1549","1136","SMALL","0","1992-08-10",""
"1992-052J","ARIANE 42P DEB","44511","FR","112.68","66.07","1406","1293","SMALL","0","1992-08-10",""
"1992-052H","ARIANE 42P DEB","44510","FR","112.81","66.07","1418","1293","SMALL","0","1992-08-10",""
"1992-052G","ARIANE 42P DEB","44509","FR","112.80","66.06","1425","1286","SMALL","0","1992-08-10",""
"1992-052F","ARIANE 42P DEB","44508","FR","113.86","66.03","1725","1082","SMALL","0","1992-08-10",""
"1992-052E","ARIANE 42P DEB","44507","FR","112.34","66.01","1452","1216","SMALL","0","1992-08-10",""
"2019-056A","NAVSTAR 78 (USA 293)","44506","US","718.25","55.06","20194","20184","LARGE","0","2019-08-22",""
"2019-006EB","MICROSAT-R DEB","44503","IND","96.03","95.17","870","267","SMALL","0","2019-01-24",""
"2019-006EA","MICROSAT-R DEB","44502","IND","95.48","95.20","857","227","SMALL","0","2019-01-24",""
"2019-054F","ELECTRON R/B","44500","US","92.83","45.01","533","293","LARGE","0","2019-08-19",""
"2019-054E","GLOBAL-4","44499","US","95.51","45.02","549","537","MEDIUM","0","2019-08-19",""
"2019-054D","PEARL WHITE 2","44498","US","95.46","45.01","549","533","MEDIUM","0","2019-08-19",""
"2019-054C","PEARL WHITE 1","44497","US","95.48","45.01","549","534","MEDIUM","0","2019-08-19",""
"2019-054B","ELECTRON KICK STAGE R/B","44496","US","95.53","45.02","550","539","MEDIUM","0","2019-08-19",""
"2019-054A","BRO-1","44495","FR","95.47","45.02","549","533","SMALL","0","2019-08-19",""
"2019-053B","CZ-3B R/B","44494","PRC","597.52","28.55","34043","200","","0","2019-08-19",""
"2019-053A","CHINASAT-18","44493","PRC","631.20","28.50","35753","240","LARGE","0","2019-08-19",""
"2019-032R","CZ-11 DEB","44492","PRC","89.93","44.89","311","231","SMALL","0","2019-06-05",""
"2019-052C","OBJECT C","44488","PRC","95.53","97.60","562","527","MEDIUM","0","2019-08-17",""
"2019-052B","OBJECT B","44487","PRC","95.52","97.60","561","527","MEDIUM","0","2019-08-17",""
"2019-052A","OBJECT A","44486","PRC","95.55","97.60","561","530","MEDIUM","0","2019-08-17",""
"2019-022D","AEROCUBE 10A (JIMSAT)","44485","US","94.15","51.64","485","470","SMALL","0","2019-04-17",""
"2019-022C","AEROCUBE 10B (DOUGSAT)","44484","US","94.16","51.64","485","471","SMALL","0","2019-04-17",""
"2019-051C","ATLAS 5 CENTAUR R/B","44483","US","903.61","9.55","35309","13857","","0","2019-08-08",""
"2019-051B","TDO SPACECRAFT","44482","US","620.51","26.06","35232","209","","0","2019-08-08",""
"2019-051A","AEHF 5 (USA 292)","44481","US","1297.14","7.11","35284","30758","LARGE","0","2019-08-08",""
"2019-050B","FALCON 9 R/B","44480","US","628.63","26.21","35623","238","LARGE","0","2019-08-06",""
"2019-050A","AMOS 17","44479","ISRA","1436.04","0.05","35794","35777","LARGE","0","2019-08-06",""
"2019-049D","ARIANE 5 DEB (SYLDA)","44478","FR","627.17","4.72","35556","230","LARGE","0","2019-08-06",""
"2019-049C","ARIANE 5 R/B","44477","FR","625.79","4.78","35494","219","LARGE","0","2019-08-06",""
"2019-049B","INTELSAT 39","44476","ITSO","1436.07","0.01","35789","35783","SMALL","0","2019-08-06",""
"2019-049A","EDRS-C","44475","ESA","1436.04","0.07","35788","35783","SMALL","0","2019-08-06",""
"2019-006DW","MICROSAT-R DEB","44472","IND","100.71","96.53","1307","277","SMALL","0","2019-01-24",""
"2019-006DV","MICROSAT-R DEB","44471","IND","92.32","95.52","521","256","SMALL","0","2019-01-24",""
"2019-006DU","MICROSAT-R DEB","44470","IND","102.64","95.46","1492","275","SMALL","0","2019-01-24",""
"2019-006DT","MICROSAT-R DEB","44469","IND","96.53","95.36","921","264","SMALL","0","2019-01-24",""
"2019-006DR","MICROSAT-R DEB","44467","IND","90.73","95.06","395","226","SMALL","0","2019-01-24",""
"2019-006DQ","MICROSAT-R DEB","44466","IND","92.11","93.96","503","253","SMALL","0","2019-01-24",""
"2019-006DP","MICROSAT-R DEB","44465","IND","93.66","97.34","651","256","SMALL","0","2019-01-24",""
"2019-006DM","MICROSAT-R DEB","44463","IND","107.07","95.87","1902","280","SMALL","0","2019-01-24",""
"2019-048C","BREEZE-M DEB (TANK)","44459","CIS","633.27","48.48","35763","336","LARGE","0","2019-08-05",""
"2019-048B","BREEZE-M R/B","44458","CIS","1594.99","0.20","42106","35578","","0","2019-08-05",""
"2019-048A","COSMOS 2539","44457","CIS","1436.07","0.02","35788","35784","LARGE","0","2019-08-05",""
"2019-047A","PROGRESS MS-12","44455","CIS","92.89","51.64","421","411","","0","2019-07-31",""
"2019-046B","FREGAT R/B","44454","CIS","719.25","62.75","39613","814","SMALL","0","2019-07-30",""
"2019-046A","MERIDIAN 8","44453","CIS","717.75","62.78","39344","1010","LARGE","0","2019-07-30",""
"2019-045D","CZ-2C R/B","44452","PRC","95.13","34.98","596","453","LARGE","0","2019-07-26",""
"2019-045C","YAOGAN-30 Q","44451","PRC","96.66","35.00","600","598","LARGE","0","2019-07-26",""
"2019-045B","YAOGAN-30 P","44450","PRC","96.66","35.00","607","591","LARGE","0","2019-07-26",""
"2019-045A","YAOGAN-30 N","44449","PRC","96.67","35.00","602","596","LARGE","0","2019-07-26",""
"2019-006DH","MICROSAT-R DEB","44445","IND","92.25","94.35","529","240","SMALL","0","2019-01-24",""
"1995-021K","ERS 2 DEB","44440","ESA","94.41","98.51","492","488","SMALL","0","1995-04-21",""
"2019-041C","SL-4 DEB","44439","CIS","88.18","51.60","200","169","","0","2019-07-20",""
"2019-041A","SOYUZ MS-13","44437","CIS","92.89","51.64","421","411","SMALL","0","2019-07-20",""
"1999-017H","USA 142 DEB","44436","US","637.19","29.53","35695","606","MEDIUM","0","1999-04-09",""
"1986-014J","USA 15 DEB","44435","US","99.36","63.29","1109","347","SMALL","0","1986-02-09",""
"1981-038H","TITAN 34B DEB","44434","US","437.41","63.17","24823","596","","0","1981-04-24",""
"1998-067QR","VCC B","44431","US","92.73","51.64","411","405","SMALL","0","1998-11-20",""
"1998-067QQ","VCC C","44430","US","92.71","51.64","410","405","SMALL","0","1998-11-20",""
"1998-067QP","ENTRYSAT","44429","FR","92.71","51.64","410","405","MEDIUM","0","1998-11-20",""
"1998-067QN","VCC A","44428","US","92.73","51.64","411","405","SMALL","0","1998-11-20",""
"1998-067QM","KRAKSAT","44427","POL","92.75","51.64","412","406","SMALL","0","1998-11-20",""
"1998-067QL","SWIATOWID","44426","POL","92.70","51.64","410","403","SMALL","0","1998-11-20",""
"2019-039E","VOLGA R/B","44425","CIS","94.46","97.60","510","474","LARGE","0","2019-07-10",""
"2019-039D","COSMOS 2538","44424","CIS","96.93","97.87","618","605","MEDIUM","0","2019-07-10",""
"2019-039C","COSMOS 2537","44423","CIS","97.04","97.88","624","610","LARGE","0","2019-07-10",""
"2019-039B","COSMOS 2536","44422","CIS","97.02","97.86","623","610","LARGE","0","2019-07-10",""
"2019-039A","COSMOS 2535","44421","CIS","96.91","97.87","617","605","MEDIUM","0","2019-07-10",""
"2019-036AC","LIGHTSAIL","44420","US","99.08","24.00","723","707","MEDIUM","0","2019-06-25",""
"2019-038F","JAISAT 1","44419","THAI","95.21","97.50","543","515","SMALL","0","2019-07-05",""
"2019-022H","NARSSCUBE-2","44418","EGYP","94.13","51.64","485","468","MEDIUM","0","2019-04-17",""
"2019-022G","RFTSAT","44417","US","94.14","51.64","485","468","SMALL","0","2019-04-17",""
"2019-022F","QUANTUM-RADAR 3","44416","US","94.14","51.64","485","468","SMALL","0","2019-04-17",""
"2019-022E","ORCA-1","44415","US","94.15","51.64","485","469","SMALL","0","2019-04-17",""
"2019-038AE","SOCRAT","44414","CIS","95.24","97.50","546","515","MEDIUM","0","2019-07-05",""
"2019-038AD","LEMUR 2 YNDRD","44413","US","95.24","97.50","545","515","SMALL","0","2019-07-05",""
"2019-038AC","OBJECT AC","44412","TBD","95.25","97.50","545","516","SMALL","0","2019-07-05",""
"2019-038AB","LEMUR 2 GREGROBINSON","44411","US","95.25","97.50","546","515","SMALL","0","2019-07-05",""
"2019-038AA","D STAR ONE (EXOCONNECT)","44410","GER","95.23","97.50","544","515","SMALL","0","2019-07-05",""
"2019-038Z","LEMUR 2 EJATTA","44409","US","95.23","97.50","546","514","MEDIUM","0","2019-07-05",""
"2019-038Y","MOMENTUS-X1","44408","US","95.24","97.50","546","515","MEDIUM","0","2019-07-05",""
"2019-038X","LEMUR 2 ALEX-MADDY","44407","US","95.24","97.50","546","515","SMALL","0","2019-07-05",""
"2019-038W","OBJECT W","44406","US","95.24","97.50","546","514","SMALL","0","2019-07-05",""
"2019-038V","LEMUR 2 DUSTINTHEWIND","44405","US","95.24","97.50","546","514","SMALL","0","2019-07-05",""
"2019-038U","CARBONIX","44404","GER","95.24","97.50","545","516","SMALL","0","2019-07-05",""
"2019-038T","LEMUR 2 MORAG","44403","US","95.24","97.50","546","515","SMALL","0","2019-07-05",""
"2019-038S","LEMUR 2 WANLI","44402","US","95.24","97.50","547","514","SMALL","0","2019-07-05",""
"2019-038R","OBJECT R","44401","TBD","95.25","97.50","547","514","MEDIUM","0","2019-07-05",""
"2019-038Q","OBJECT Q","44400","TBD","95.26","97.50","547","515","SMALL","0","2019-07-05",""
"2019-038P","DOT-1","44399","UK","95.26","97.50","547","515","MEDIUM","0","2019-07-05",""
"2019-038N","OBJECT N","44398","TBD","95.25","97.50","547","514","SMALL","0","2019-07-05",""
"2019-038M","OBJECT M","44397","TBD","95.26","97.50","548","514","SMALL","0","2019-07-05",""
"2019-038L","LEMUR 2 LILLYJO","44396","US","95.24","97.50","546","514","SMALL","0","2019-07-05",""
"2019-038K","OBJECT K","44395","TBD","95.26","97.50","547","515","MEDIUM","0","2019-07-05",""
"2019-038J","AMGU-1 (AMURSAT)","44394","CIS","95.23","97.50","544","515","SMALL","0","2019-07-05",""
"2019-038H","D STAR ONE (LIGHTSAT)","44393","GER","95.23","97.50","544","515","SMALL","0","2019-07-05",""
"2019-038G","OBJECT G","44392","TBD","95.22","97.50","543","515","SMALL","0","2019-07-05",""
"2019-038E","VDNH 80","44391","CIS","96.21","97.70","590","564","MEDIUM","0","2019-07-05",""
"2019-038D","ICEYE-X4","44390","FIN","96.22","97.69","591","564","LARGE","0","2019-07-05",""
"2019-038C","ICEYE-X5","44389","FIN","96.23","97.70","591","564","LARGE","0","2019-07-05",""
"2019-038B","OBJECT B","44388","TBD","96.25","97.70","593","564","SMALL","0","2019-07-05",""
"2019-038A","METEOR M2-2","44387","CIS","101.17","98.58","816","812","LARGE","0","2019-07-05",""
"2019-036AB","PROMETHEUS 2-6","44386","US","95.92","28.53","824","302","SMALL","0","2019-06-25",""
"1998-067QK","IOD-1_GEMS","44385","UK","92.70","51.64","409","404","MEDIUM","0","1998-11-20",""
"2019-006DE","MICROSAT-R DEB","44383","IND","103.98","96.18","1613","280","SMALL","0","2019-01-24",""
"2019-006DD","MICROSAT-R DEB","44382","IND","96.93","94.69","955","268","SMALL","0","2019-01-24",""
"2019-006DC","MICROSAT-R DEB","44381","IND","102.20","94.62","1451","274","SMALL","0","2019-01-24",""
"2019-036Z","OBJECT Z","44375","US","95.84","28.52","815","303","SMALL","0","2019-06-25",""
"2019-037K","PROMETHEUS 2-7","44374","US","93.63","45.02","457","446","SMALL","0","2019-06-29",""
"2019-037H","ELECTRON R/B","44372","US","91.52","45.01","412","287","LARGE","0","2019-06-29",""
"2019-037G","SPACEBEE-8","44371","US","93.44","45.01","453","433","SMALL","0","2019-06-29",""
"2019-037F","SPACEBEE-9","44370","US","93.50","45.01","456","436","SMALL","0","2019-06-29",""
"2019-037E","ACRUX 1","44369","AUS","93.52","45.01","457","437","SMALL","0","2019-06-29",""
"2019-037D","ELECTRON KICK STAGE R/B","44368","US","93.53","45.01","457","438","MEDIUM","0","2019-06-29",""
"2019-037C","GLOBAL-3","44367","US","93.64","45.01","459","446","MEDIUM","0","2019-06-29",""
"2019-037B","PROMETHEUS 2-9","44366","US","93.63","45.02","458","447","SMALL","0","2019-06-29",""
"2019-037A","PAINANI 1","44365","MEX","93.69","45.01","459","451","MEDIUM","0","2019-06-29",""
"1998-067QJ","PINOT","44364","US","92.78","51.64","417","405","MEDIUM","0","1998-11-20",""
"1991-076Q","USA 72 DEB","44363","US","259.62","63.37","11732","2474","","0","1991-11-08",""
"1988-077V","TITAN 34D TRANSTAGE DEB","44362","US","601.76","26.54","34158","307","MEDIUM","0","1988-09-02",""
"2019-036Y","OBJECT Y","44361","US","95.82","28.52","821","296","SMALL","0","2019-06-25",""
"2019-036X","CP-9 LEO","44360","US","95.82","28.52","820","296","SMALL","0","2019-06-25",""
"2019-036W","TBEX-B","44359","US","95.66","28.52","803","298","MEDIUM","0","2019-06-25",""
"2019-036V","FORMOSAT7-5/COSMIC2-5","44358","ROC","99.05","24.00","724","703","LARGE","0","2019-06-25",""
"2019-036U","OBJECT U","44357","US","96.06","28.53","836","303","SMALL","0","2019-06-25",""
"2019-036T","OCULUS-ASR","44356","US","95.69","28.53","805","299","MEDIUM","0","2019-06-25",""
"2019-036S","BRICSAT 2","44355","US","95.99","28.53","828","305","SMALL","0","2019-06-25",""
"2019-036R","PSAT 2","44354","US","96.08","28.53","836","305","SMALL","0","2019-06-25",""
"2019-036Q","FORMOSAT7-6/COSMIC2-6","44353","ROC","99.06","24.00","724","704","LARGE","0","2019-06-25",""
"2019-036P","ARMADILLO","44352","US","96.07","28.53","835","306","SMALL","0","2019-06-25",""
"2019-036N","FORMOSAT7-2/COSMIC2-2","44351","ROC","99.07","24.00","724","705","LARGE","0","2019-06-25",""
"2019-036M","FORMOSAT7-4/COSMIC2-4","44350","ROC","99.08","24.00","724","706","LARGE","0","2019-06-25",""
"2019-036L","FORMOSAT7-1/COSMIC2-1","44349","ROC","95.54","24.00","553","537","LARGE","0","2019-06-25",""
"2019-036K","OBJECT K","44348","US","96.12","28.52","840","305","MEDIUM","0","2019-06-25",""
"2019-036J","FALCONSAT-7","44347","US","95.85","28.53","815","305","SMALL","0","2019-06-25",""
"2019-036H","TEPCE","44346","US","96.14","28.52","842","306","SMALL","0","2019-06-25",""
"2019-036G","FALCON HEAVY R/B","44345","US","306.86","42.21","11948","5436","LARGE","0","2019-06-25",""
"2019-036F","DSX","44344","US","316.92","42.20","12046","5993","LARGE","0","2019-06-25",""
"2019-036E","FORMOSAT7-3/COSMIC2-3","44343","ROC","99.09","24.00","724","707","LARGE","0","2019-06-25",""
"2019-036D","GPIM","44342","US","99.02","24.00","725","699","LARGE","0","2019-06-25",""
"2019-036C","OTB","44341","US","99.12","24.00","725","708","LARGE","0","2019-06-25",""
"2019-036B","NPSAT1","44340","US","99.12","24.00","725","709","MEDIUM","0","2019-06-25",""
"2019-036A","PROX-1","44339","US","99.13","24.00","724","710","MEDIUM","0","2019-06-25",""
"2019-035B","CZ-3B R/B","44338","PRC","355.24","28.42","20350","124","LARGE","0","2019-06-24",""
"2019-035A","BEIDOU 3 IGSO-2","44337","PRC","1436.20","55.05","35838","35740","LARGE","0","2019-06-24",""
"2019-034D","ARIANE 5 DEB (SYLDA)","44336","FR","627.37","6.24","35528","268","LARGE","0","2019-06-20",""
"2019-034C","ARIANE 5 R/B","44335","FR","624.52","5.94","35400","249","LARGE","0","2019-06-20",""
